SZ 35  (606,1260)  (584,1280)  (584,1259)  (627,1281)  (606,1240)  (628,1240)  (628,1260)  (582,1239)  (605,1301)  (583,1301)  (562,1280)  (562,1259)  (649,1281)  (649,1302)  (627,1302)  (561,1302)  (604,1219)  (626,1219)  (648,1219)  (650,1240)  (650,1260)  (560,1239)  (560,1218)  (582,1218)  (670,1205)  (605,1322)  (583,1322)  (540,1281)  (540,1260)  (671,1281)  (671,1302)  (671,1323)  (649,1323)  (627,1323)  (561,1323)  (539,1323)  (539,1302)  (672,1226)  (672,1247)  (538,1240)  (538,1219)  (692,1205)  (518,1281)  (518,1260)  (693,1268)  (693,1288)  (693,1309)  (693,1330)  (517,1336)  (517,1315)  (694,1226)  (694,1247)  (516,1240)  (516,1219)  (714,1205)  (496,1294)  (496,1273)  (715,1268)  (715,1288)  (715,1309)  (715,1330)  (495,1336)  (495,1315)  (716,1226)  (716,1247)  (494,1252)  (494,1231)  (494,1210)  (736,1205)  (474,1294)  (474,1273)  (737,1268)  (737,1288)  (737,1309)  (737,1330)  (473,1336)  (473,1315)  (738,1226)  (738,1247)  (472,1252)  (472,1231)  (472,1210)  | overflowToLeft=false
SZ 25  (1503,746)  (1481,766)  (1481,745)  (1524,767)  (1503,725)  (1525,725)  (1525,746)  (1479,724)  (1502,787)  (1480,787)  (1459,766)  (1459,745)  (1546,767)  (1546,788)  (1524,788)  (1458,788)  (1501,704)  (1523,704)  (1545,704)  (1547,725)  (1547,746)  (1457,724)  (1457,703)  (1479,703)  (1567,685)  (1502,808)  (1480,808)  (1568,767)  (1568,788)  (1568,809)  (1546,809)  (1524,809)  (1458,809)  (1501,683)  (1523,683)  (1545,683)  (1569,706)  (1569,727)  (1449,683)  (1471,683)  (1502,829)  (1480,829)  (1590,748)  (1590,769)  (1590,790)  (1570,829)  (1548,829)  (1526,829)  (1458,829)  (1591,687)  (1591,708)  (1504,849)  (1482,849)  (1612,729)  (1612,750)  (1612,771)  (1612,791)  (1570,850)  (1548,850)  (1526,850)  (1460,850)  (1613,682)  (1613,703)  (1504,870)  (1482,870)  (1634,723)  (1634,744)  (1634,765)  (1634,786)  (1579,871)  (1557,871)  (1535,871)  (1460,871)  (1635,691)  (1601,882)  (1513,891)  (1491,891)  (1656,712)  (1656,732)  (1656,753)  (1656,774)  (1656,795)  (1579,892)  (1557,892)  (1535,892)  (1469,892)  (1664,691)  (1664,816)  (1615,903)  (1513,912)  (1491,912)  (1678,712)  (1678,732)  (1678,753)  (1678,774)  (1678,795)  (1593,913)  (1571,913)  (1549,913)  (1469,913)  (1686,690)  (1686,816)  (1637,922)  (1615,924)  (1527,933)  (1505,933)  (1593,934)  (1571,934)  (1549,934)  (1483,934)  (1461,934)  (1639,943)  (1617,945)  (1527,954)  (1505,954)  (1595,955)  (1573,955)  (1551,955)  (1483,955)  (1461,955)  | overflowToLeft=false
SZ 20  (971,434)  (949,454)  (949,433)  (992,455)  (971,413)  (993,413)  (993,434)  (947,412)  (970,475)  (948,475)  (927,454)  (927,433)  (1014,455)  (1014,476)  (992,476)  (926,476)  (969,392)  (991,392)  (1013,392)  (1015,413)  (1015,434)  (925,412)  (925,391)  (947,391)  (1035,373)  (970,496)  (948,496)  (905,455)  (905,434)  (1036,455)  (1036,476)  (1036,497)  (1014,497)  (992,497)  (926,497)  (904,497)  (904,476)  (969,371)  (991,371)  (1013,371)  (1037,394)  (1037,415)  (903,413)  (903,392)  (903,371)  (925,371)  (947,371)  (1035,352)  (1057,352)  (1057,373)  (970,517)  (948,517)  (883,455)  (883,434)  (1058,436)  (1058,457)  (1058,478)  (1058,498)  (1036,517)  (1014,517)  (992,517)  (926,517)  (904,517)  (882,517)  (882,497)  (882,476)  (882,351)  (969,351)  (991,351)  (1013,351)  (1059,394)  (1059,415)  (881,413)  (881,392)  (881,371)  (904,350)  (926,350)  (1060,519)  (1035,331)  (1057,331)  (1079,331)  (1079,352)  (1079,373)  (970,537)  (948,537)  (861,455)  (861,434)  (1080,436)  (1080,457)  (1080,478)  (1080,498)  (1038,538)  (1016,538)  (994,538)  (926,538)  (904,538)  (860,351)  (860,330)  (882,330)  (948,330)  (970,330)  (992,330)  (1081,394)  (1081,415)  (859,413)  (859,392)  (859,371)  (904,329)  (926,329)  (1082,519)  (1082,540)  (1060,540)  (1101,322)  (1101,343)  (1101,364)  (972,558)  (950,558)  (1102,436)  (1102,457)  (1102,478)  (1102,498)  (1038,559)  (1016,559)  (994,559)  (838,351)  (838,330)  (1103,385)  (1103,406)  (837,420)  (837,400)  (837,379)  (1104,519)  (1104,540)  (1104,561)  (1082,561)  (1060,561)  (1123,322)  (1123,343)  (1123,364)  (1124,427)  (1124,448)  (1124,468)  (1124,489)  (816,358)  (816,337)  (1125,385)  (1125,406)  (815,419)  (815,399)  (1126,510)  (1126,531)  (1126,552)  (794,378)  (794,357)  (794,336)  (772,383)  (772,362)  (772,341)  (750,379)  (750,358)  (750,337)  (728,363)  (728,342)  (706,353)  (706,332)  | overflowToLeft=false
Tuscany  (2032,1196)  (2010,1195)  (2049,1217)  (2027,1217)  (2054,1185)  (2008,1174)  (2023,1238)  | overflowToLeft=false
Venice  (2058,1110)  (2036,1130)  (2060,1131)  (2080,1096)  (2082,1117)  (2060,1152)  | overflowToLeft=false
Picardy  (1849,810)  (1870,831)  | overflowToLeft=false
West Ukraine  (2560,995)  (2538,1011)  (2538,990)  (2560,974)  (2582,974)  (2582,995)  (2532,969)  (2591,1015)  (2554,953)  (2576,953)  (2598,953)  (2604,984)  (2613,1005)  (2613,1025)  (2625,1046)  (2604,932)  (2635,1019)  (2635,1067)  (2647,1040)  (2657,1061)  (2657,1082)  (2630,1088)  (2669,1021)  (2679,1042)  (2679,1063)  | overflowToLeft=false
North Poland  (2340,712)  (2318,731)  (2361,733)  (2362,711)  (2296,711)  (2383,732)  (2275,690)  (2405,744)  | overflowToLeft=false
Milan  (1987,1107)  (2006,1128)  (1984,1128)  (1994,1086)  (2009,1107)  | overflowToLeft=false
Mecklenburg  (2155,664)  (2133,681)  (2177,663)  (2111,680)  (2199,663)  | overflowToLeft=false
East Poland  (2495,817)  (2507,838)  (2485,838)  (2480,796)  (2502,796)  (2517,817)  (2503,859)  (2481,859)  (2464,775)  (2486,775)  (2508,775)  (2459,871)  (2437,878)  (2485,879)  (2475,754)  (2497,754)  (2519,754)  (2502,733)  | overflowToLeft=false
Finland  (2512,305)  (2490,325)  (2490,304)  (2533,326)  (2512,284)  (2534,284)  (2534,305)  (2488,283)  (2511,346)  (2489,346)  (2468,325)  (2468,304)  (2555,326)  (2555,347)  (2533,347)  (2467,347)  (2510,263)  (2532,263)  (2554,263)  (2556,284)  (2556,305)  (2511,367)  (2489,367)  (2577,326)  (2577,347)  (2577,368)  (2555,368)  (2533,368)  (2467,368)  (2507,243)  (2529,243)  (2551,243)  (2573,243)  (2578,287)  (2511,388)  (2489,388)  (2599,330)  (2599,351)  (2581,389)  (2559,389)  (2537,389)  (2467,389)  (2515,222)  (2537,222)  (2559,222)  (2581,215)  (2515,409)  (2529,201)  (2551,201)  (2573,195)  (2525,180)  (2547,180)  (2569,174)  (2508,159)  (2530,159)  (2552,153)  (2574,153)  (2493,138)  (2515,138)  (2537,132)  (2559,132)  (2504,117)  (2526,111)  (2548,111)  (2570,111)  (2507,90)  (2529,90)  (2551,90)  (2497,69)  (2529,69)  (2551,69)  (2541,48)  (2563,48)  (2541,28)  | overflowToLeft=false
London  (1808,648)  (1786,668)  (1786,647)  (1829,669)  (1808,627)  (1830,627)  (1830,648)  | overflowToLeft=false
SZ 19  (1276,410)  (1254,430)  (1254,410)  (1297,431)  (1276,390)  (1298,390)  (1298,410)  (1252,389)  (1275,451)  (1253,451)  (1232,430)  (1232,410)  (1319,431)  (1319,452)  (1297,452)  (1231,452)  (1274,369)  (1296,369)  (1318,369)  (1320,390)  (1320,410)  (1230,389)  (1230,368)  (1252,368)  (1340,350)  (1275,472)  (1253,472)  (1210,431)  (1210,410)  (1341,431)  (1341,452)  (1341,473)  (1319,473)  (1297,473)  (1231,473)  (1209,473)  (1209,452)  (1274,348)  (1296,348)  (1318,348)  (1342,371)  (1342,391)  (1208,390)  (1208,369)  (1208,348)  (1230,347)  (1252,347)  (1340,329)  (1362,329)  (1362,350)  (1275,493)  (1253,493)  (1188,431)  (1188,410)  (1363,412)  (1363,433)  (1363,454)  (1363,475)  (1341,494)  (1319,494)  (1297,494)  (1231,494)  (1209,494)  (1187,494)  (1187,473)  (1187,452)  (1187,327)  (1274,327)  (1318,327)  (1364,371)  (1364,391)  (1186,390)  (1186,369)  (1186,348)  (1209,326)  (1231,326)  (1365,496)  (1358,308)  (1380,308)  (1384,329)  (1384,350)  (1275,514)  (1253,514)  (1166,431)  (1166,410)  (1385,412)  (1385,433)  (1385,454)  (1385,475)  (1343,515)  (1321,515)  (1299,515)  (1231,515)  (1209,515)  (1187,515)  (1165,515)  (1165,494)  (1165,473)  (1165,452)  (1165,327)  (1165,306)  (1187,306)  (1386,371)  (1386,391)  (1164,390)  (1164,369)  (1164,348)  (1209,305)  (1231,305)  (1387,496)  (1387,517)  (1365,517)  (1402,291)  (1373,287)  (1406,312)  (1406,332)  (1277,535)  (1255,535)  (1407,412)  (1407,433)  (1407,454)  (1407,475)  (1343,536)  (1321,536)  (1299,536)  (1233,536)  (1211,536)  (1189,536)  (1167,536)  (1162,285)  (1184,285)  (1408,353)  (1408,374)  (1409,496)  (1409,517)  (1409,537)  (1387,537)  (1365,537)  (1424,285)  (1277,556)  (1255,556)  (1343,556)  (1321,556)  (1299,556)  (1233,556)  (1211,556)  (1189,556)  (1167,556)  (1426,558)  (1404,558)  (1382,558)  | overflowToLeft=false
SZ 18  (1598,255)  (1576,275)  (1576,254)  (1619,276)  (1598,234)  (1620,234)  (1620,255)  (1575,234)  (1597,296)  (1575,296)  (1554,275)  (1554,254)  (1641,276)  (1641,297)  (1619,297)  (1553,297)  (1597,214)  (1619,214)  (1641,214)  (1642,234)  (1642,255)  (1553,234)  (1553,213)  (1575,213)  (1663,195)  (1597,317)  (1575,317)  (1532,276)  (1532,255)  (1663,276)  (1663,297)  (1663,318)  (1641,318)  (1619,318)  (1553,318)  (1531,318)  (1531,297)  (1597,193)  (1619,193)  (1641,193)  (1664,215)  (1664,236)  (1531,234)  (1531,214)  (1543,192)  (1565,192)  (1663,174)  (1685,174)  (1685,195)  (1597,338)  (1575,338)  (1510,276)  (1510,255)  (1685,257)  (1685,278)  (1685,299)  (1685,320)  (1663,339)  (1641,339)  (1619,339)  (1553,339)  (1531,339)  (1509,339)  (1509,318)  (1509,297)  (1587,172)  (1609,172)  (1631,172)  (1686,215)  (1686,236)  (1509,234)  (1561,171)  (1687,341)  (1707,160)  (1707,181)  (1597,359)  (1575,359)  (1488,276)  (1488,255)  (1707,257)  (1707,278)  (1707,299)  (1707,320)  (1665,360)  (1643,360)  (1621,360)  (1553,360)  (1531,360)  (1509,360)  (1487,360)  (1487,339)  (1487,318)  (1487,297)  (1708,202)  (1708,223)  (1709,341)  (1699,361)  (1729,160)  (1729,181)  (1599,380)  (1577,380)  (1466,276)  (1729,244)  (1729,264)  (1729,285)  (1729,306)  (1677,380)  (1655,380)  (1633,380)  (1555,380)  (1533,380)  (1511,380)  (1489,380)  (1467,380)  (1465,360)  (1465,339)  (1465,318)  (1465,297)  (1730,202)  (1730,223)  (1731,327)  (1699,393)  (1751,160)  (1751,181)  (1611,400)  (1589,400)  (1751,244)  (1751,264)  (1751,285)  (1677,401)  (1655,401)  (1567,401)  (1545,401)  (1523,401)  (1501,401)  (1479,401)  (1457,401)  (1752,202)  (1752,223)  (1707,414)  (1773,160)  (1773,181)  (1773,244)  (1773,264)  (1588,422)  (1539,422)  (1517,422)  (1495,422)  (1473,422)  (1451,422)  (1774,202)  (1774,223)  (1705,435)  (1539,443)  (1517,443)  (1495,443)  (1473,443)  (1451,443)  | overflowToLeft=false
Georgia  (3022,1203)  (3000,1223)  (3000,1202)  (3043,1224)  (3044,1200)  (2983,1181)  (3065,1220)  (3065,1241)  (3087,1229)  | overflowToLeft=false
Baffin Island  (459,79)  (437,99)  (437,68)  (480,100)  (459,58)  (481,65)  (425,48)  (458,120)  (436,120)  (502,86)  (496,121)  (447,38)  (403,41)  (425,27)  (396,20)  (474,141)  (452,141)  (524,82)  (513,142)  (536,153)  (540,103)  (374,35)  (374,14)  (491,162)  (371,140)  (561,170)  (562,101)  (352,15)  (330,1)  (308,1)  (286,8)  (264,8)  (242,8)  | overflowToLeft=false
Hanover  (2046,704)  (2024,724)  (2024,703)  (2067,725)  (2046,683)  (2068,683)  (2068,704)  (2022,683)  (2045,745)  (2002,727)  (2002,706)  (2068,746)  (2090,701)  | overflowToLeft=false
SZ 57  (1937,1229)  (1958,1249)  (1936,1249)  (1918,1208)  (1940,1208)  (1959,1229)  (1962,1205)  (1980,1249)  (1980,1270)  (1958,1270)  (1936,1270)  (1981,1226)  (1952,1184)  (2002,1264)  (2002,1285)  (1980,1291)  (1958,1291)  (1936,1291)  (2017,1306)  (1995,1312)  (1973,1312)  (1951,1312)  (1929,1312)  (2039,1317)  (2017,1327)  (1995,1333)  (1973,1333)  (1946,1333)  (1924,1333)  (2051,1337)  (2029,1347)  (2007,1354)  (1985,1354)  | overflowToLeft=false
Nassau  (2013,843)  (1991,863)  (2032,864)  (2027,822)  (2035,843)  | overflowToLeft=false
SZ 56  (1806,1266)  (1784,1286)  (1784,1265)  (1827,1287)  (1806,1245)  (1828,1245)  (1828,1266)  (1782,1244)  (1805,1307)  (1783,1307)  (1762,1286)  (1762,1265)  (1849,1287)  (1849,1308)  (1827,1308)  (1761,1308)  (1804,1224)  (1826,1224)  (1850,1228)  (1850,1249)  (1773,1223)  (1805,1327)  (1783,1327)  (1740,1287)  (1871,1269)  (1871,1290)  (1871,1311)  (1849,1328)  (1827,1328)  (1761,1328)  (1795,1203)  (1872,1230)  (1773,1202)  (1875,1332)  (1805,1348)  (1783,1348)  (1718,1297)  (1893,1250)  (1893,1271)  (1893,1292)  (1853,1349)  (1831,1349)  (1761,1349)  (1894,1225)  (1894,1353)  (1696,1296)  | overflowToLeft=false
Puerto Rico  (685,1583)  (663,1603)  (663,1582)  (706,1604)  (685,1562)  (707,1562)  (707,1583)  | overflowToLeft=false
SZ 55  (1846,1436)  (1824,1456)  (1824,1435)  (1867,1457)  (1846,1415)  (1868,1415)  (1868,1436)  (1822,1415)  (1845,1477)  (1823,1477)  (1802,1456)  (1802,1435)  (1889,1457)  (1889,1478)  (1867,1478)  (1801,1478)  (1844,1395)  (1866,1395)  (1888,1395)  (1890,1415)  (1890,1436)  (1800,1415)  (1800,1394)  (1822,1394)  (1910,1386)  (1780,1457)  (1780,1436)  (1911,1457)  (1911,1478)  (1779,1490)  (1912,1406)  (1778,1415)  (1778,1395)  (1921,1499)  | overflowToLeft=false
SZ 54  (1673,1461)  (1651,1481)  (1651,1460)  (1694,1482)  (1673,1440)  (1695,1440)  (1695,1461)  (1649,1439)  (1672,1502)  (1650,1502)  (1629,1481)  (1629,1460)  (1716,1482)  (1716,1503)  (1694,1503)  (1628,1503)  (1671,1419)  (1693,1419)  (1715,1419)  (1717,1440)  (1717,1461)  (1627,1439)  (1627,1418)  (1649,1418)  (1737,1400)  (1670,1523)  (1607,1482)  (1607,1461)  (1738,1482)  (1648,1523)  (1626,1523)  (1606,1503)  (1671,1398)  (1693,1398)  (1715,1398)  (1739,1421)  (1739,1442)  (1605,1440)  (1605,1419)  (1627,1397)  (1649,1397)  (1604,1525)  (1737,1379)  (1585,1482)  (1585,1461)  (1628,1544)  (1584,1504)  (1671,1377)  (1693,1377)  (1715,1377)  (1583,1440)  (1623,1376)  (1645,1376)  (1606,1546)  (1582,1540)  (1563,1484)  (1563,1463)  (1562,1519)  (1667,1357)  (1689,1357)  (1711,1357)  (1609,1356)  (1631,1356)  (1541,1498)  (1541,1477)  (1540,1531)  (1653,1336)  (1675,1336)  (1631,1335)  (1519,1503)  (1519,1483)  (1657,1315)  (1497,1501)  (1497,1480)  (1475,1507)  (1475,1486)  (1475,1465)  (1453,1521)  (1453,1500)  (1453,1479)  (1431,1521)  (1431,1500)  (1431,1479)  (1409,1521)  (1409,1500)  (1409,1479)  (1387,1521)  (1387,1500)  | overflowToLeft=false
SZ 59  (2210,1586)  (2188,1606)  (2188,1585)  (2231,1607)  (2210,1565)  (2232,1565)  (2232,1586)  (2186,1564)  (2209,1627)  (2187,1627)  (2166,1606)  (2166,1585)  (2249,1628)  (2165,1628)  (2208,1544)  (2230,1544)  (2164,1564)  (2164,1543)  (2186,1543)  (2227,1648)  (2205,1648)  (2144,1607)  (2249,1649)  (2183,1649)  (2208,1523)  (2230,1523)  (2170,1523)  (2122,1606)  (2121,1585)  (2205,1503)  (2227,1503)  (2115,1499)  (2137,1493)  (2159,1484)  (2099,1602)  (2099,1581)  (2093,1561)  (2129,1472)  (2151,1463)  (2077,1602)  (2077,1581)  (2071,1561)  (2159,1442)  (2055,1610)  (2055,1589)  (2049,1568)  (2033,1603)  (2027,1582)  | overflowToLeft=false
Castille  (1468,1145)  (1446,1165)  (1446,1144)  (1489,1166)  (1468,1124)  (1490,1124)  (1490,1145)  (1444,1123)  (1467,1186)  (1445,1186)  (1424,1165)  (1511,1166)  (1512,1115)  (1512,1136)  (1423,1188)  (1456,1207)  (1533,1157)  (1534,1108)  (1534,1129)  (1434,1209)  (1412,1210)  (1547,1178)  (1556,1122)  (1444,1230)  (1422,1230)  (1400,1230)  (1569,1191)  | overflowToLeft=false
SZ 58  (2021,1438)  (1999,1458)  (1999,1437)  (2042,1459)  (2021,1417)  (2043,1417)  (2043,1438)  (1997,1416)  (2020,1479)  (1998,1479)  (1977,1458)  (1977,1437)  (2064,1459)  (2064,1480)  (2042,1480)  (1976,1480)  (2019,1396)  (2041,1396)  (2065,1408)  (2065,1429)  (1984,1396)  (2020,1500)  (1998,1500)  (1955,1459)  (2086,1450)  (2086,1471)  (1954,1495)  (2087,1419)  (2034,1521)  (2108,1440)  (2130,1419)  (2015,1543)  | overflowToLeft=false
SZ 53  (1288,1621)  (1266,1641)  (1266,1620)  (1309,1642)  (1288,1601)  (1310,1601)  (1310,1621)  (1264,1600)  (1287,1662)  (1265,1662)  (1244,1641)  (1244,1620)  (1331,1642)  (1331,1663)  (1309,1663)  (1243,1663)  (1286,1580)  (1308,1580)  (1330,1580)  (1332,1601)  (1332,1621)  (1242,1600)  (1242,1579)  (1264,1579)  (1352,1561)  (1287,1683)  (1265,1683)  (1222,1642)  (1222,1621)  (1353,1642)  (1353,1663)  (1353,1684)  (1331,1684)  (1309,1684)  (1243,1684)  (1221,1684)  (1221,1663)  (1286,1559)  (1308,1559)  (1330,1559)  (1354,1581)  (1354,1602)  (1220,1601)  (1220,1580)  (1220,1559)  (1242,1558)  (1264,1558)  (1374,1543)  (1287,1704)  (1265,1704)  (1375,1623)  (1332,1705)  (1310,1705)  (1243,1705)  (1221,1705)  (1376,1564)  (1376,1585)  (1396,1543)  (1288,1725)  (1266,1725)  (1397,1606)  (1326,1726)  (1244,1726)  (1222,1726)  (1398,1564)  (1398,1585)  (1418,1543)  (1304,1746)  (1282,1746)  (1260,1747)  (1238,1747)  (1216,1747)  (1420,1564)  (1420,1585)  (1440,1543)  (1311,1767)  (1289,1767)  (1267,1767)  (1245,1767)  (1223,1767)  (1442,1564)  (1442,1585)  (1308,1787)  (1286,1788)  (1264,1788)  (1242,1788)  (1220,1788)  | overflowToLeft=false
SZ 52  (1035,1649)  (1013,1669)  (1013,1648)  (1056,1669)  (1035,1628)  (1057,1628)  (1057,1649)  (1011,1627)  (1034,1689)  (1012,1689)  (991,1669)  (991,1648)  (1078,1669)  (1078,1690)  (1056,1690)  (990,1690)  (1033,1607)  (1055,1607)  (1077,1607)  (1079,1628)  (1079,1649)  (989,1627)  (989,1606)  (1011,1606)  (1099,1588)  (1034,1710)  (1012,1710)  (969,1669)  (969,1649)  (1100,1669)  (1100,1690)  (1100,1711)  (1078,1711)  (1056,1711)  (990,1711)  (968,1711)  (968,1690)  (1033,1586)  (1055,1586)  (1077,1586)  (1101,1609)  (1101,1630)  (967,1628)  (967,1607)  (967,1586)  (989,1585)  (1011,1585)  (1099,1567)  (1121,1567)  (1121,1588)  (1034,1731)  (1012,1731)  (947,1669)  (947,1649)  (1122,1650)  (1122,1671)  (1122,1692)  (1122,1713)  (1100,1732)  (1078,1732)  (1056,1732)  (990,1732)  (968,1732)  (946,1732)  (946,1711)  (946,1690)  (946,1565)  (1033,1565)  (1055,1565)  (1077,1565)  (1123,1609)  (1123,1630)  (945,1628)  (945,1607)  (945,1586)  (968,1564)  (990,1564)  (1124,1734)  (1099,1546)  (1121,1546)  (1143,1546)  (1143,1567)  (1143,1588)  (1034,1752)  (1012,1752)  (925,1669)  (925,1649)  (1144,1650)  (1144,1671)  (1144,1692)  (1144,1713)  (1102,1753)  (1080,1753)  (1058,1753)  (990,1753)  (968,1753)  (946,1753)  (924,1753)  (924,1732)  (924,1711)  (924,1690)  (924,1565)  (924,1544)  (946,1544)  (1012,1544)  (1034,1544)  (1056,1544)  (1145,1609)  (1145,1630)  (923,1628)  (923,1607)  (923,1586)  (968,1543)  (990,1543)  (1146,1734)  (1146,1755)  (1124,1755)  (1165,1543)  (1165,1564)  (1165,1585)  (1036,1773)  (1014,1773)  (903,1669)  (903,1649)  (1166,1650)  (1166,1671)  (1166,1692)  (1166,1713)  (1102,1774)  (1080,1774)  (1058,1774)  (992,1774)  (970,1774)  (948,1774)  (926,1774)  (904,1774)  (902,1753)  (902,1732)  (902,1711)  (902,1690)  (902,1565)  (902,1544)  (1167,1606)  (1167,1627)  (901,1628)  (901,1607)  (901,1586)  (1168,1734)  (1168,1755)  (1168,1776)  (1146,1776)  (1124,1776)  (1036,1794)  (1014,1794)  (1102,1795)  (1080,1795)  (1058,1795)  (992,1795)  (970,1795)  (948,1795)  (926,1795)  (904,1795)  (1186,1796)  (1164,1796)  (1142,1796)  | overflowToLeft=false
East Berlin  (2203,732)  (2224,753)  (2202,753)  (2193,712)  (2214,774)  | overflowToLeft=false
Sweden  (2263,360)  (2241,380)  (2241,359)  (2284,380)  (2263,339)  (2285,339)  (2285,360)  (2239,338)  (2227,400)  (2219,380)  (2306,380)  (2263,318)  (2285,318)  (2307,318)  (2307,339)  (2307,360)  (2205,414)  (2326,401)  (2262,297)  (2284,297)  (2306,297)  (2328,297)  (2329,318)  (2216,435)  (2194,435)  (2267,276)  (2289,276)  (2311,276)  (2333,276)  (2355,265)  (2216,456)  (2194,456)  (2278,255)  (2300,255)  (2322,255)  (2377,248)  (2344,244)  (2224,477)  (2202,477)  (2320,234)  (2399,231)  (2366,227)  (2248,496)  (2342,224)  (2226,497)  (2204,497)  (2276,499)  (2388,210)  (2410,210)  (2364,206)  (2254,517)  (2325,203)  (2232,518)  (2210,518)  (2386,189)  (2408,189)  (2430,186)  (2347,185)  (2256,537)  (2234,539)  (2212,539)  (2369,168)  (2391,168)  (2413,165)  (2338,165)  (2435,163)  (2202,560)  (2457,155)  (2360,147)  (2382,147)  (2404,145)  (2426,142)  (2448,134)  (2366,126)  (2388,124)  (2410,121)  (2470,115)  (2432,113)  (2454,94)  (2421,92)  (2447,73)  | overflowToLeft=false
West Cuba  (391,1386)  (413,1398)  (435,1406)  | overflowToLeft=false
Champaign  (1880,913)  (1901,934)  (1879,934)  (1884,892)  (1910,955)  (1888,955)  (1884,871)  | overflowToLeft=false
Central Poland  (2338,798)  (2359,819)  (2337,819)  (2360,777)  (2360,798)  (2365,839)  (2374,860)  (2352,860)  (2384,881)  | overflowToLeft=false
Bulgaria  (2486,1291)  (2464,1311)  (2464,1290)  (2507,1312)  (2486,1270)  (2508,1270)  (2508,1291)  (2462,1269)  (2485,1332)  (2442,1328)  (2442,1308)  (2529,1312)  (2529,1333)  (2507,1333)  (2507,1249)  (2530,1251)  (2530,1272)  (2440,1287)  (2440,1266)  (2551,1314)  (2551,1335)  (2529,1354)  (2418,1283)  (2418,1262)  | overflowToLeft=false
Havana  (309,1382)  (287,1402)  (287,1381)  (330,1403)  (309,1361)  (331,1363)  | overflowToLeft=false
Tunisia  (1952,1565)  (1930,1585)  (1973,1586)  (1939,1544)  (1961,1544)  (1974,1565)  (1951,1606)  (1991,1607)  (1947,1523)  (1969,1523)  (1996,1571)  (1969,1627)  (2004,1628)  (1982,1648)  | overflowToLeft=false
Central U.S.  (93,862)  (71,882)  (71,861)  (114,883)  (93,841)  (115,841)  (115,862)  (69,840)  (92,903)  (70,903)  (136,883)  (136,904)  (114,904)  (91,820)  (113,820)  (135,820)  (137,843)  (60,820)  (92,924)  (70,924)  (158,872)  (158,893)  (158,914)  (136,925)  (114,925)  (82,800)  (104,800)  (126,800)  (60,799)  (92,945)  (70,945)  (180,881)  (180,902)  (141,946)  (119,946)  | overflowToLeft=false
SZ 46  (667,1750)  (645,1770)  (645,1749)  (688,1771)  (667,1729)  (689,1729)  (689,1750)  (643,1728)  (666,1791)  (644,1791)  (623,1770)  (623,1749)  (710,1771)  (710,1792)  (688,1792)  (622,1792)  (711,1721)  (711,1742)  (621,1728)  (601,1771)  (601,1750)  (732,1763)  (732,1784)  (600,1801)  (733,1721)  (733,1742)  (599,1729)  (579,1780)  (579,1759)  (754,1763)  (754,1784)  (578,1801)  (755,1721)  (755,1742)  (577,1738)  (557,1780)  (557,1759)  (776,1763)  (776,1784)  (556,1801)  (777,1721)  (777,1742)  (555,1738)  (535,1780)  (535,1759)  (798,1763)  (798,1784)  (534,1801)  (799,1721)  (799,1742)  (533,1738)  (513,1780)  (513,1759)  (820,1763)  (820,1784)  (512,1801)  (821,1721)  (821,1742)  (511,1738)  (491,1780)  (491,1759)  (842,1763)  (842,1784)  (490,1801)  (843,1721)  (843,1742)  (489,1738)  (864,1763)  (864,1784)  (865,1721)  (865,1742)  | overflowToLeft=false
SZ 45  (584,1536)  (562,1556)  (562,1535)  (605,1557)  (584,1515)  (606,1515)  (606,1536)  (560,1514)  (583,1577)  (561,1577)  (627,1557)  (627,1578)  (605,1578)  (582,1494)  (604,1494)  (626,1494)  (628,1515)  (628,1536)  (648,1475)  (583,1598)  (561,1598)  (630,1599)  (608,1599)  (586,1474)  (608,1474)  (650,1496)  (650,1517)  (650,1538)  (630,1454)  (652,1454)  (670,1475)  (586,1619)  (564,1619)  (542,1619)  (636,1620)  (614,1620)  (608,1453)  (672,1496)  (672,1517)  (674,1451)  (592,1640)  (570,1640)  (548,1640)  (656,1640)  (634,1640)  (681,1646)  (612,1660)  (590,1660)  (568,1660)  (546,1660)  (659,1661)  (637,1661)  (682,1667)  (615,1681)  (593,1681)  (571,1681)  (549,1681)  (660,1682)  (638,1682)  (682,1688)  | overflowToLeft=false
